Country,Year,City,Gold,Silver,Bronze,Weighted Count, Population ,"Total medals per 100,000 pop","Weighted count per 100,000 pop","Gold per 100,000 pop",GDP per capita,GDP
Thailand,1996,Atlanta,1,0,1,4,60258113,0.0033191,0.0066381,0.0016595,6001.24,361623277733
Mozambique,1996,Atlanta,0,0,1,1,16412893,0.0060928,0.0060928,0.0,435.93,7154821787
Uganda,1996,Atlanta,0,0,1,1,21473592,0.0046569,0.0046569,0.0,799.01,17157586210
Indonesia,1996,Atlanta,1,1,2,7,202257039,0.0019777,0.0034609,0.0004944,3026.82,612195455595
Philippines,1996,Atlanta,0,1,0,2,70831419,0.0014118,0.0028236,0.0,2464.68,174577030391
Mexico,1996,Atlanta,0,0,1,1,93858373,0.0010654,0.0010654,0.0,9274.7,870508139415
India,1996,Atlanta,0,0,1,1,982553253,0.0001018,0.0001018,0.0,1433.42,1408409486477
Bahamas,2000,Sydney,1,1,0,5,297651,0.6719279,1.6798197,0.3359639,22728.41,6765133446
Australia,2000,Sydney,16,25,17,115,19164351,0.3026453,0.6000725,0.0834883,29241.51,560394647616
Cuba,2000,Sydney,11,11,7,62,11104313,0.2611598,0.5583416,0.0990606,6115.59,67909469314
Norway,2000,Sydney,4,3,3,21,4490859,0.2226745,0.4676166,0.0890698,43174.48,193890507315
Jamaica,2000,Sydney,0,4,3,11,2581648,0.2711446,0.4260844,0.0,6934.03,17901220753
Hungary,2000,Sydney,8,6,3,39,10210545,0.1664945,0.3819581,0.0783504,13592.35,138785310183
Barbados,2000,Sydney,0,0,1,1,267511,0.3738164,0.3738164,0.0,14982.12,4007882689
Netherlands,2000,Sydney,12,9,4,58,15862825,0.1576012,0.3656347,0.0756486,33000.17,523475953542
Estonia,2000,Sydney,1,0,2,5,1370749,0.2188584,0.3647641,0.0729528,11244.49,15413368264
Bulgaria,2000,Sydney,5,6,2,29,8006158,0.162375,0.3622212,0.0624519,6907.01,55298643163
Iceland,2000,Sydney,0,0,1,1,281210,0.3556061,0.3556061,0.0,31092.03,8743388474
Slovenia,2000,Sydney,2,0,0,6,1985406,0.1007351,0.3022052,0.1007351,19399.69,38516259805
Sweden,2000,Sydney,4,5,3,25,8860153,0.1354378,0.2821622,0.0451459,28658.8,253921393062
Belarus,2000,Sydney,3,3,11,26,10057810,0.1690229,0.2585056,0.0298276,5936.24,59705552102
Lithuania,2000,Sydney,2,0,3,9,3500028,0.142856,0.2571408,0.0571424,9631.65,33711055134
Latvia,2000,Sydney,1,1,1,6,2384972,0.1257876,0.2515753,0.0419292,8649.22,20628158031
Greece,2000,Sydney,4,6,3,27,10986883,0.1183229,0.2457476,0.0364071,20675.21,227156106067
Denmark,2000,Sydney,2,3,1,13,5339501,0.1123701,0.2434684,0.0374567,31805.54,169825687594
Romania,2000,Sydney,11,6,8,53,22191683,0.1126548,0.2388282,0.0495681,7089.83,157335264572
Switzerland,2000,Sydney,1,6,2,17,7167908,0.1255596,0.2371682,0.0139511,34386.9,246482153399
Trinidad and Tobago,2000,Sydney,0,1,1,3,1292058,0.1547918,0.2321877,0.0,10496.91,13562611206
Slovakia,2000,Sydney,1,3,1,10,5404845,0.0925096,0.1850192,0.0185019,12689.76,68586184480
Finland,2000,Sydney,2,1,1,9,5173370,0.077319,0.1739678,0.0386595,27171.97,140570634337
Qatar,2000,Sydney,0,0,1,1,590957,0.169217,0.169217,0.0,60394.43,35690512616
New Zealand,2000,Sydney,1,0,3,6,3858032,0.1036798,0.1555197,0.02592,21895.16,84472212410
Czech Republic,2000,Sydney,2,3,3,15,10242890,0.078103,0.146443,0.0195257,16823.24,172318573726
France,2000,Sydney,13,14,11,78,59047795,0.0643546,0.1320964,0.0220161,28636.15,1690901772473
Georgia,2000,Sydney,0,0,6,6,4745765,0.1264285,0.1264285,0.0,2332.22,11068182069
Russia,2000,Sydney,32,28,28,180,146757517,0.0599629,0.1226513,0.0218047,8608.4,1263347006862
Germany,2000,Sydney,13,17,26,99,82349027,0.0680032,0.12022,0.0157865,29726.88,2447979541961
Italy,2000,Sydney,13,8,13,68,56986329,0.0596634,0.1193269,0.0228125,27160.47,1547775389846
South Korea,2000,Sydney,8,10,10,54,45987624,0.0608859,0.1174229,0.017396,16995.92,781601867339
Kazakhstan,2000,Sydney,3,4,0,17,14956694,0.0468018,0.1136615,0.0200579,5366.02,80257987196
Britain,2000,Sydney,11,10,7,60,58874117,0.0475591,0.1019124,0.0186839,28644.71,1686432151925
Austria,2000,Sydney,2,1,0,8,8004712,0.0374779,0.0999411,0.0249853,32008.5,256218861353
Croatia,2000,Sydney,1,0,1,4,4505533,0.0443899,0.0887797,0.0221949,10582.67,47680560656
Azerbaijan,2000,Sydney,2,0,1,7,8110723,0.0369881,0.0863055,0.0246587,2533.17,20545841429
Poland,2000,Sydney,6,5,3,31,38302444,0.0365512,0.0809348,0.0156648,11680.79,447402843769
Ukraine,2000,Sydney,3,10,10,39,48891792,0.0470427,0.079768,0.006136,3700.35,180916787656
Canada,2000,Sydney,3,3,8,23,30667365,0.0456511,0.0749983,0.0097824,32448.61,995113294152
Moldova,2000,Sydney,0,1,1,3,4106736,0.0487005,0.0730507,0.0,1692.09,6948984074
Belgium,2000,Sydney,0,2,3,7,10175684,0.0491367,0.0687914,0.0,29940.2,304662061912
United States,2000,Sydney,36,24,31,187,282496310,0.0322128,0.0661956,0.0127435,39758.5,11231629288746
Uruguay,2000,Sydney,0,1,0,2,3319066,0.030129,0.0602579,0.0,9092.32,30178002694
Ireland,2000,Sydney,0,1,0,2,3803780,0.0262896,0.0525793,0.0,30827.98,117262841740
Kuwait,2000,Sydney,0,0,1,1,1940786,0.0515255,0.0515255,0.0,36397.96,70640651042
Costa Rica,2000,Sydney,0,0,2,2,3919180,0.0510311,0.0510311,0.0,7672.85,30071268312
Macedonia,2000,Sydney,0,0,1,1,2009091,0.0497738,0.0497738,0.0,6975.62,14014648123
Spain,2000,Sydney,3,3,5,20,40288457,0.0273031,0.049642,0.0074463,23410.16,943159419136
Kenya,2000,Sydney,2,3,2,14,31253701,0.0223973,0.0447947,0.0063992,1318.49,41207688200
Armenia,2000,Sydney,0,0,1,1,3076098,0.0325087,0.0325087,0.0,2114.06,6503046123
Japan,2000,Sydney,5,8,5,36,125720310,0.0143175,0.028635,0.0039771,28559.6,3590521785094
Uzbekistan,2000,Sydney,1,1,2,7,24775610,0.0161449,0.0282536,0.0040362,1635.22,40513458543
Taiwan,2000,Sydney,0,1,4,6,22183000,0.0225398,0.0270477,0.0,23525.5,521866153287
Algeria,2000,Sydney,1,1,3,8,30533827,0.0163753,0.0262004,0.0032751,5098.85,155687512632
Ethiopia,2000,Sydney,4,1,3,17,65577897,0.0121992,0.0259234,0.0060996,512.36,33599590125
North Korea,2000,Sydney,0,1,3,5,22894095,0.0174718,0.0218397,0.0,1689.94,38689699426
Morocco,2000,Sydney,0,1,4,6,28793236,0.0173652,0.0208382,0.0,3073.43,88493896765
Turkey,2000,Sydney,3,2,0,13,63627862,0.0078582,0.0204313,0.0047149,6803.29,432878595035
Kyrgyzstan,2000,Sydney,0,0,1,1,4954850,0.0201822,0.0201822,0.0,1527.82,7570130366
Portugal,2000,Sydney,0,0,2,2,10336209,0.0193495,0.0193495,0.0,19609.73,202690305937
Cameroon,2000,Sydney,1,0,0,3,15678269,0.0063783,0.0191348,0.0063783,1803.44,28274767319
Israel,2000,Sydney,0,0,1,1,6014953,0.0166252,0.0166252,0.0,22834.93,137351020741
Mozambique,2000,Sydney,1,0,0,3,18200656,0.0054943,0.0164829,0.0054943,542.81,9879468754
Argentina,2000,Sydney,0,2,2,6,36930709,0.0108311,0.0162466,0.0,10571.36,390407953737
South Africa,2000,Sydney,0,2,3,7,44760380,0.0111706,0.0156388,0.0,7454.45,333663822955
Iran,2000,Sydney,3,0,1,10,65342319,0.0061216,0.015304,0.0045912,8600.73,561991888003
Saudi Arabia,2000,Sydney,0,1,1,3,20045276,0.0099774,0.0149661,0.0,20001.87,400943070105
China,2000,Sydney,28,16,15,131,1269116737,0.0046489,0.0103221,0.0022063,3012.12,3822736947333
Brazil,2000,Sydney,0,6,6,18,174425387,0.0068797,0.0103196,0.0,8056.06,1405181542818
Mexico,2000,Sydney,1,2,3,10,99959594,0.0060024,0.010004,0.0010004,10894.51,1089011243988
Thailand,2000,Sydney,1,0,2,5,63155029,0.0047502,0.007917,0.0015834,5578.4,352304196783
Colombia,2000,Sydney,1,0,0,3,39764166,0.0025148,0.0075445,0.0025148,5749.55,228626140633
Chile,2000,Sydney,0,0,1,1,15419820,0.0064852,0.0064852,0.0,10435.17,160908509155
Sri Lanka,2000,Sydney,0,0,1,1,18745084,0.0053347,0.0053347,0.0,2997.69,56191937639
Indonesia,2000,Sydney,1,3,2,11,213395411,0.0028117,0.0051548,0.0004686,2714.94,579356570242
Nigeria,2000,Sydney,0,3,0,6,123688536,0.0024254,0.0048509,0.0,1619.12,200266057879
Vietnam,2000,Sydney,0,1,0,2,78758010,0.0012697,0.0025394,0.0,1577.53,124243263469
India,2000,Sydney,0,0,1,1,1053898107,9.49e-05,9.49e-05,0.0,1648.21,1737044112790
Bahamas,2004,Athens,1,0,1,4,314739,0.6354471,1.2708943,0.3177236,22747.53,7159536286
Australia,2004,Athens,17,16,16,99,20103822,0.2437347,0.4924437,0.084561,32098.51,645302654103
Cuba,2004,Athens,9,7,11,52,11234970,0.2403211,0.4628406,0.080107,6877.99,77273967013
Hungary,2004,Athens,8,6,3,39,10110393,0.1681438,0.3857417,0.0791265,16291.2,164710413719
Jamaica,2004,Athens,2,1,2,10,2664897,0.1876245,0.375249,0.0750498,7093.44,18903297188
Norway,2004,Athens,5,0,1,16,4587046,0.1308031,0.3488084,0.1090026,46387.25,212780442792
Latvia,2004,Athens,0,4,0,8,2319229,0.1724711,0.3449422,0.0,11888.05,27571120197
New Zealand,2004,Athens,3,2,0,13,4079130,0.1225752,0.3186954,0.0735451,24339.44,99283758294
Greece,2004,Athens,6,6,4,34,11147261,0.143533,0.3050077,0.0538249,24587.16,274079497812
Estonia,2004,Athens,0,1,2,4,1348449,0.2224778,0.2966371,0.0,15014.22,20245905916
Belarus,2004,Athens,2,6,7,25,9872110,0.1519432,0.2532387,0.0202591,7806.72,77068842472
Slovenia,2004,Athens,0,1,3,5,1997959,0.2002043,0.2502554,0.0,22113.22,44181309464
Netherlands,2004,Athens,4,9,9,39,16225091,0.1355925,0.2403685,0.0246532,34181.87,554603970841
Denmark,2004,Athens,2,0,6,12,5400280,0.1481405,0.2222107,0.0370351,32694.6,176560002427
Slovakia,2004,Athens,2,2,2,12,5411339,0.1108783,0.2217566,0.0369594,14977.87,81050307856
Georgia,2004,Athens,2,2,0,10,4519607,0.0885033,0.2212582,0.0442516,3167.15,14314293714
Bulgaria,2004,Athens,2,1,9,17,7789180,0.1540599,0.2182515,0.0256766,8721.23,67931214930
Lithuania,2004,Athens,1,2,0,7,3432060,0.0874111,0.2039591,0.029137,13049.48,44786591993
Croatia,2004,Athens,1,2,2,9,4449522,0.1123716,0.2022689,0.0224743,12490.93,55578686885
Sweden,2004,Athens,4,2,1,17,8977965,0.0779687,0.1893525,0.0445535,31073.77,278979223189
Austria,2004,Athens,2,4,1,15,8185553,0.0855165,0.1832497,0.0244333,33455.69,273853356610
Romania,2004,Athens,8,5,6,40,21845264,0.0869754,0.183106,0.0366212,8994.49,196487004649
South Korea,2004,Athens,9,12,9,60,46830699,0.0640605,0.1281211,0.0192182,20442.74,957347843581
Czech Republic,2004,Athens,1,3,4,13,10201665,0.0784186,0.1274302,0.0098023,19061.07,194454631244
Russia,2004,Athens,27,27,38,173,144306982,0.063753,0.1198833,0.0187101,11104.68,1602483182580
Germany,2004,Athens,13,16,20,91,82524343,0.0593764,0.1102705,0.0157529,30260.66,2497241200517
Switzerland,2004,Athens,1,1,3,8,7361231,0.0679234,0.1086775,0.0135847,34864.09,256642637551
Italy,2004,Athens,10,11,11,63,58263782,0.0549226,0.1081289,0.0171633,27887.57,1624835499873
France,2004,Athens,11,9,13,64,60596691,0.0544584,0.1056163,0.0181528,29505.88,1787958696460
Ukraine,2004,Athens,9,5,9,46,47275250,0.0486512,0.0973025,0.0190374,5400.28,255299820576
Britain,2004,Athens,9,9,12,57,59891788,0.0500903,0.0951716,0.0150271,31097.52,1862486189211
Kazakhstan,2004,Athens,1,4,3,14,15053492,0.0531438,0.0930017,0.006643,7930.09,119375471920
Spain,2004,Athens,3,11,5,36,42732092,0.0444631,0.0842458,0.0070205,26357.05,1126291812577
Azerbaijan,2004,Athens,1,0,4,7,8479668,0.0589646,0.0825504,0.0117929,3760.11,31884446935
United Arab Emirates,2004,Athens,1,0,0,3,3658042,0.027337,0.0820111,0.027337,32181.94,117722886700
Finland,2004,Athens,0,2,0,4,5226067,0.0382697,0.0765394,0.0,29651.4,154960226543
Trinidad and Tobago,2004,Athens,0,0,1,1,1310622,0.0762997,0.0762997,0.0,13978.56,18320612811
Canada,2004,Athens,3,6,3,24,31943605,0.0375662,0.0751324,0.0093916,34346.97,1097165899277
United States,2004,Athens,36,39,27,213,294063120,0.0346864,0.0724334,0.0122423,40956.4,12043767161888
Israel,2004,Athens,1,0,1,4,6471236,0.030906,0.061812,0.015453,22930.28,148387239905
Japan,2004,Athens,16,9,12,78,126299414,0.0292955,0.061758,0.0126683,29742.05,3756402997348
Taiwan,2004,Athens,2,2,1,11,22622000,0.0221024,0.0486252,0.008841,25332.32,573067644908
Belgium,2004,Athens,1,0,2,5,10356993,0.0289659,0.0482766,0.0096553,31600.02,327281154811
Zimbabwe,2004,Athens,1,1,1,6,12597877,0.0238135,0.0476271,0.0079378,571.74,7202748730
Portugal,2004,Athens,0,2,1,5,10506253,0.0285544,0.0475907,0.0,19942.44,209520357671
Poland,2004,Athens,3,2,5,18,38175134,0.0261951,0.0471511,0.0078585,13146.01,501850573313
Chile,2004,Athens,2,0,1,7,16132209,0.0185963,0.0433915,0.0123976,11649.71,187935610804
Mongolia,2004,Athens,0,0,1,1,2514462,0.0397699,0.0397699,0.0,2487.43,6254554816
Uzbekistan,2004,Athens,2,1,2,10,25708188,0.0194491,0.0388981,0.0077796,1876.6,48244018347
North Korea,2004,Athens,0,4,1,9,23597383,0.0211888,0.0381398,0.0,1611.77,38033656280
Kenya,2004,Athens,1,4,2,13,34702176,0.0201716,0.0374616,0.0028817,1317.47,45719183387
Paraguay,2004,Athens,0,1,0,2,5786836,0.0172806,0.0345612,0.0,3885.94,22487279077
Dominican Republic,2004,Athens,1,0,0,3,9129965,0.0109529,0.0328588,0.0109529,4838.66,44176779694
Hong Kong,2004,Athens,0,1,0,2,6807752,0.0146891,0.0293783,0.0,33401.64,227390104359
Turkey,2004,Athens,3,3,4,19,67235927,0.014873,0.0282587,0.0044619,7357.12,494662607970
Morocco,2004,Athens,2,1,0,8,30082152,0.0099727,0.0265938,0.0066485,3519.46,105872825236
Argentina,2004,Athens,2,0,4,10,38340778,0.0156491,0.0260819,0.0052164,10232.1,392306553634
South Africa,2004,Athens,1,3,2,11,47226670,0.0127047,0.0232919,0.0021174,8154.74,385121170820
Eritrea,2004,Athens,0,0,1,1,4318343,0.023157,0.023157,0.0,694.36,2998466393
Thailand,2004,Athens,3,1,4,15,66060383,0.0121101,0.0227065,0.0045413,6620.03,437321952295
Ethiopia,2004,Athens,2,3,2,14,72526620,0.0096516,0.0193033,0.0027576,549.6,39860964999
Cameroon,2004,Athens,1,0,0,3,17165267,0.0058257,0.0174772,0.0058257,1997.11,34280950390
Iran,2004,Athens,2,2,2,12,68893323,0.0087091,0.0174182,0.002903,10298.35,709487403598
Brazil,2004,Athens,5,2,3,22,183873377,0.0054385,0.0119648,0.0027193,8461.5,1555844334688
China,2004,Athens,32,17,14,144,1300552134,0.0048441,0.0110722,0.0024605,4551.13,5918976689186
Egypt,2004,Athens,1,1,3,8,72844998,0.0068639,0.0109822,0.0013728,4919.7,358375205748
Venezuela,2004,Athens,0,0,2,2,26199994,0.0076336,0.0076336,0.0,9121.43,238981420370
Mexico,2004,Athens,0,3,1,7,105175967,0.0038032,0.0066555,0.0,11118.69,1169418946816
Syria,2004,Athens,0,0,1,1,18004797,0.0055541,0.0055541,0.0,3994.7,71923846534
Colombia,2004,Athens,0,0,2,2,42385712,0.0047186,0.0047186,0.0,6080.32,257718880994
Indonesia,2004,Athens,1,1,2,7,224606531,0.0017809,0.0031166,0.0004452,3095.79,695334858801
Nigeria,2004,Athens,0,0,2,2,136399438,0.0014663,0.0014663,0.0,1807.34,246519705948
India,2004,Athens,0,1,0,2,1122991192,8.9e-05,0.0001781,0.0,1981.02,2224669877861
Jamaica,2008,Beijing,6,3,2,26,2720282,0.4043698,0.9557833,0.2205654,7261.39,19753029020
Bahamas,2008,Beijing,0,1,1,3,333661,0.5994108,0.8991162,0.0,22828.22,7616886540
Iceland,2008,Beijing,0,1,0,2,310666,0.3218891,0.6437782,0.0,37782.95,11737879289
Slovenia,2008,Beijing,1,2,2,9,2018172,0.247749,0.4459481,0.0495498,26779.28,54045193072
Norway,2008,Beijing,3,5,2,21,4778959,0.2092506,0.4394262,0.0627752,49221.16,235225898161
Australia,2008,Beijing,14,15,17,89,21513817,0.2138161,0.4136876,0.0650745,34239.63,736625193726
Mongolia,2008,Beijing,2,2,0,10,2667474,0.1499546,0.3748865,0.0749773,3306.55,8820127805
New Zealand,2008,Beijing,3,1,5,16,4277809,0.2103881,0.3740232,0.0701294,24656.53,105475945218
Estonia,2008,Beijing,1,1,0,5,1342145,0.1490152,0.372538,0.0745076,18993.59,25492145609
Cuba,2008,Beijing,2,11,11,39,11266905,0.2130132,0.3461465,0.0177511,9277.96,104533914272
Belarus,2008,Beijing,4,5,10,32,9680690,0.196267,0.330555,0.0413194,11322.27,109607423764
Trinidad and Tobago,2008,Beijing,0,2,0,4,1331040,0.1502584,0.3005169,0.0,18511.09,24639006772
Bahrain,2008,Beijing,1,0,0,3,1052359,0.0950246,0.2850738,0.0950246,31391.38,33035005670
Georgia,2008,Beijing,3,0,3,12,4394018,0.1365493,0.2730986,0.0682746,4345.66,19094928376
Latvia,2008,Beijing,1,1,1,6,2271198,0.1320889,0.2641778,0.0440296,15816.36,35922083531
Slovakia,2008,Beijing,3,2,1,14,5441304,0.1102677,0.2572913,0.0551338,20143.88,109609001597
Denmark,2008,Beijing,2,2,3,13,5497312,0.127335,0.2364792,0.0363814,34636.39,190407065478
Netherlands,2008,Beijing,7,5,4,35,16503263,0.0969505,0.2120793,0.0424159,37069.42,611766447399
Hungary,2008,Beijing,3,5,2,21,10021886,0.0997816,0.2095414,0.0299345,18068.58,181081268328
Lithuania,2008,Beijing,0,2,3,7,3359799,0.1488184,0.2083458,0.0,17432.25,58568863161
Armenia,2008,Beijing,0,0,6,6,3079087,0.194863,0.194863,0.0,5338.64,16438149104
Britain,2008,Beijing,19,13,15,98,61270318,0.0767092,0.1599469,0.0310101,32875.34,2014282811818
Croatia,2008,Beijing,0,2,3,7,4418387,0.1131635,0.1584289,0.0,14981.18,66192633295
Czech Republic,2008,Beijing,3,3,0,15,10377359,0.0578182,0.1445454,0.0289091,23121.35,239938597491
South Korea,2008,Beijing,13,10,8,67,47733951,0.0649433,0.1403613,0.0272343,23902.77,1140973809045
Kazakhstan,2008,Beijing,2,4,7,21,15655345,0.0830387,0.1341395,0.0127752,10500.47,164388550517
Switzerland,2008,Beijing,2,0,4,10,7573204,0.0792267,0.1320445,0.0264089,38623.13,292500832222
Finland,2008,Beijing,1,1,2,7,5316334,0.0752398,0.1316697,0.01881,33339.32,177242978794
Azerbaijan,2008,Beijing,1,2,4,11,8943600,0.0782683,0.122993,0.0111812,8381.63,74961986599
France,2008,Beijing,7,16,17,70,62098413,0.0644139,0.1127243,0.0112724,30598.37,1900110108928
Bulgaria,2008,Beijing,1,1,3,8,7591322,0.0658647,0.1053835,0.0131729,11357.63,86219393125
Germany,2008,Beijing,16,10,15,83,82475271,0.0497119,0.1006362,0.0193998,32785.53,2703995073713
Ukraine,2008,Beijing,7,5,15,46,45991584,0.0587064,0.1000183,0.0152202,6716.38,308897161934
Canada,2008,Beijing,3,9,6,33,33327954,0.0540087,0.099016,0.0090015,35950.08,1198142474869
Sweden,2008,Beijing,0,4,1,9,9236872,0.0541309,0.0974356,0.0,33633.96,310672577904
Russia,2008,Beijing,23,21,28,139,143163100,0.0502923,0.0970921,0.0160656,14730.02,2108794720212
Ireland,2008,Beijing,0,1,2,4,4352866,0.0689201,0.0918935,0.0,38533.88,167732802547
Italy,2008,Beijing,8,10,10,54,59891479,0.0467512,0.0901631,0.0133575,27753.8,1662216205158
Panama,2008,Beijing,1,0,0,3,3406487,0.0293558,0.0880673,0.0293558,10733.83,36564644802
Spain,2008,Beijing,5,10,3,38,45146258,0.0398704,0.0841709,0.0110751,28159.21,1271282961919
Romania,2008,Beijing,4,1,3,17,21589544,0.037055,0.0787418,0.0185275,11662.14,251780284465
Mauritius,2008,Beijing,0,0,1,1,1283849,0.0778908,0.0778908,0.0,11330.3,14546391691
Kenya,2008,Beijing,5,5,4,29,38455418,0.0364058,0.075412,0.0130021,1488.42,57237791028
Zimbabwe,2008,Beijing,1,3,0,9,12451543,0.0321245,0.0722802,0.0080311,426.62,5312015304
United States,2008,Beijing,36,38,36,220,304989064,0.0360669,0.0721337,0.0118037,42656.49,13009763785463
Kyrgyzstan,2008,Beijing,0,1,1,3,5204104,0.0384312,0.0576468,0.0,2027.65,10552096614
Poland,2008,Beijing,3,6,1,22,38218462,0.0261654,0.0575638,0.0078496,16185.04,618567261950
Greece,2008,Beijing,0,2,2,6,11291807,0.0354239,0.0531359,0.0,28242.04,318903650858
Dominican Republic,2008,Beijing,1,1,0,5,9664948,0.0206933,0.0517333,0.0103467,6261.83,60520307696
Austria,2008,Beijing,0,1,2,4,8341806,0.0359634,0.0479512,0.0,37032.76,308920089018
Belgium,2008,Beijing,1,1,0,5,10602167,0.0188641,0.0471602,0.009432,33490.47,355071513497
Portugal,2008,Beijing,1,1,0,5,10634612,0.0188065,0.0470163,0.0094033,20496.24,217969538455
North Korea,2008,Beijing,2,1,3,11,24126329,0.0248691,0.0455933,0.0082897,1581.77,38162371581
Tajikistan,2008,Beijing,0,1,1,3,6691416,0.029889,0.0448336,0.0,1727.33,11558304448
Singapore,2008,Beijing,0,1,0,2,4772216,0.0209546,0.0419093,0.0,45196.46,215687271905
Serbia,2008,Beijing,0,1,2,4,9841360,0.0304836,0.0406448,0.0,10301.22,101377980157
Japan,2008,Beijing,9,6,10,49,126544640,0.0197559,0.0387215,0.0071121,31275.13,3957700667358
Uzbekistan,2008,Beijing,1,2,3,10,26811974,0.0223781,0.0372968,0.0037297,2424.23,64998424334
Tunisia,2008,Beijing,1,0,0,3,10247325,0.0097586,0.0292759,0.0097586,7356.75,75386963292
Moldova,2008,Beijing,0,0,1,1,3635059,0.0275099,0.0275099,0.0,2769.37,10066824591
Argentina,2008,Beijing,2,0,4,10,39714298,0.0151079,0.0251798,0.005036,13515.18,536745746257
Ethiopia,2008,Beijing,4,1,2,16,79446419,0.008811,0.0201394,0.0050348,757.88,60210694846
Turkey,2008,Beijing,1,4,3,14,70923730,0.0112797,0.0197395,0.00141,8547.69,606233889514
Taiwan,2008,Beijing,0,0,4,4,22921000,0.0174512,0.0174512,0.0,29004.36,664808987651
Togo,2008,Beijing,0,0,1,1,5776837,0.0173105,0.0173105,0.0,888.41,5132218797
China,2008,Beijing,51,21,28,223,1328275524,0.0075286,0.0167887,0.0038396,6679.2,8871822144270
Cameroon,2008,Beijing,1,0,0,3,18758778,0.0053308,0.0159925,0.0053308,2013.83,37776935443
Thailand,2008,Beijing,2,2,0,10,68267982,0.0058593,0.0146482,0.0029296,7623.6,520448005618
Ecuador,2008,Beijing,0,1,0,2,14056740,0.007114,0.0142281,0.0,7108.36,99920377884
Israel,2008,Beijing,0,0,1,1,7092324,0.0140998,0.0140998,0.0,25839.31,183260737195
Brazil,2008,Beijing,3,4,8,25,191543237,0.0078311,0.0130519,0.0015662,9682.0,1854522255223
Chile,2008,Beijing,0,1,0,2,16795593,0.0059539,0.0119079,0.0,13474.41,226310772180
Morocco,2008,Beijing,0,1,1,3,31321453,0.0063854,0.0095781,0.0,3990.75,124996176365
Algeria,2008,Beijing,0,1,1,3,34428028,0.0058092,0.0087138,0.0,6175.1,212596470232
Malaysia,2008,Beijing,0,1,0,2,27502008,0.0036361,0.0072722,0.0,12818.9,352545402259
Colombia,2008,Beijing,0,1,1,3,45005782,0.0044439,0.0066658,0.0,7168.15,322608015536
Mexico,2008,Beijing,2,0,1,7,110627158,0.0027118,0.0063276,0.0018079,12135.33,1342497124549
Iran,2008,Beijing,1,0,1,4,72289291,0.0027667,0.0055333,0.0013833,11725.87,847654821279
Sudan,2008,Beijing,0,1,0,2,41415151,0.0024146,0.0048292,0.0,2727.56,112962186373
South Africa,2008,Beijing,0,1,0,2,49319363,0.0020276,0.0040552,0.0,9428.79,465021831415
Venezuela,2008,Beijing,0,0,1,1,28057485,0.0035641,0.0035641,0.0,11586.51,325088408278
Indonesia,2008,Beijing,1,1,3,8,234951154,0.0021281,0.003405,0.0004256,3699.54,869210451859
Afghanistan,2008,Beijing,0,0,1,1,29839994,0.0033512,0.0033512,0.0,1019.36,30417625081
Nigeria,2008,Beijing,0,1,3,5,150665730,0.0026549,0.0033186,0.0,2100.11,316413966009
Vietnam,2008,Beijing,0,1,0,2,85951912,0.0011634,0.0023269,0.0,2574.44,221278090013
Egypt,2008,Beijing,0,0,1,1,78323298,0.0012768,0.0012768,0.0,5763.03,451379709337
India,2008,Beijing,1,0,2,5,1190863679,0.0002519,0.0004199,8.4e-05,2621.81,3122219554272
